AIRPORT_CODE,AIRPORT_NAME,ORIGIN_STATE,LATITUDE,LONGITUDE,FLIGHT_YEAR,TOTAL_DEPARTURES,ON_TIME_RATE_PCT,CANCELLATION_RATE_PCT,AVG_DEP_DELAY_MINS,AVG_DISTANCE
BOS,General Edward Lawrence Logan International Airport,Massachusetts,42.36429977,-71.00520325000001,2021,89844,85.62,1.32,6.17,1083.68
PSC,Tri Cities Airport,Washington,46.26470184326172,-119.11900329589844,2021,5853,87.48,1.32,5.66,435.54
SMF,Sacramento International Airport,California,38.69540023803711,-121.59100341796878,2021,42755,82.86,1.31,9.2,784.89
ELM,Elmira Corning Regional Airport,New York,42.1599006652832,-76.8916015625,2021,1069,86.34,1.31,6.95,523.04
JFK,John F Kennedy International Airport,New York,40.63980103000001,-73.77890015,2021,82440,82.24,1.29,11.39,1253.33
GEG,Spokane International Airport,Washington,47.61989974975586,-117.53399658203122,2021,19662,86.32,1.29,5.15,612.29
CVG,Cincinnati Northern Kentucky International Airport,Kentucky,39.0488014221,-84.6678009033,2021,32913,83.18,1.28,8.79,695.01
TLH,Tallahassee Regional Airport,Florida,30.396499633789062,-84.35030364990234,2021,5232,85.91,1.28,7.2,439.12
ABE,Lehigh Valley International Airport,Pennsylvania,40.652099609375,-75.44080352783203,2021,4543,86.24,1.28,8.03,644.54
ATW,Appleton International Airport,Wisconsin,44.2580986023,-88.51909637450001,2021,5050,85.01,1.25,7.82,517.9
LAX,Los Angeles International Airport,California,33.94250107,-118.4079971,2021,173874,82.64,1.25,9.3,1273.95
LSE,La Crosse Municipal Airport,Wisconsin,43.87900200000001,-91.256699,2021,2104,89.35,1.24,6.58,211.08
GSP,Greenville Spartanburg International Airport,South Carolina,34.8956985474,-82.2189025879,2021,11572,87.01,1.24,6.46,395.35
ROC,Greater Rochester International Airport,New York,43.118900299072266,-77.67240142822266,2021,8436,86.31,1.24,7.37,438.55
BJI,Bemidji Regional Airport,Minnesota,47.50939940999999,-94.93370056000002,2021,733,90.18,1.23,9.68,199.0
MSO,Missoula International Airport,Montana,46.91630173,-114.09100339999999,2021,6021,81.23,1.23,11.8,716.07
EWN,Coastal Carolina Regional Airport,North Carolina,35.0730018616,-77.04290008539999,2021,1489,89.25,1.21,5.8,221.0
BTV,Burlington International Airport,Vermont,44.4719009399,-73.15329742429998,2021,4888,86.62,1.21,7.78,567.09
TYS,McGhee Tyson Airport,Tennessee,35.81100082,-83.9940033,2021,11739,85.66,1.2,5.41,474.54
CLT,Charlotte Douglas International Airport,North Carolina,35.2140007019043,-80.94309997558594,2021,201478,84.62,1.2,5.46,602.77
SBN,South Bend Regional Airport,Indiana,41.70869827270508,-86.31729888916016,2021,5524,83.8,1.19,9.41,508.82
PHX,Phoenix Sky Harbor International Airport,Arizona,33.43429946899414,-112.01200103759766,2021,160276,80.94,1.19,10.6,932.07
SYR,Syracuse Hancock International Airport,New York,43.11119842529297,-76.1063003540039,2021,8918,85.2,1.18,8.67,583.53
SLN,Salina Municipal Airport,Kansas,38.79100036621094,-97.6521987915039,2021,681,83.85,1.17,13.79,469.06
YUM,Yuma MCAS/Yuma International Airport,Arizona,32.65660095,-114.6060028,2021,1961,85.93,1.17,13.82,367.48
SFO,San Francisco International Airport,California,37.61899948120117,-122.375,2021,98553,86.27,1.17,6.52,1134.93
LAN,Capital City Airport,Michigan,42.77870178222656,-84.58740234375,2021,2320,87.2,1.16,5.71,158.34
GNV,Gainesville Regional Airport,Florida,29.6900997162,-82.2717971802,2021,3710,86.63,1.13,8.83,456.26
BOI,Boise Air Terminal/Gowen Field,Idaho,43.5644,-116.223,2021,24929,86.3,1.13,5.12,647.63
HIB,Range Regional Airport,Minnesota,47.38660049,-92.83899689000002,2021,630,89.84,1.11,11.28,174.0
CHA,Lovell Field,Tennessee,35.035301208496094,-85.20379638671875,2021,5121,88.64,1.11,5.78,328.02
GRB,Austin Straubel International Airport,Wisconsin,44.48509979248047,-88.12960052490234,2021,4336,90.75,1.06,1.78,328.9
CAK,Akron Canton Regional Airport,Ohio,40.91609954833984,-81.44219970703125,2021,2302,86.36,1.04,5.06,439.86
STT,STT,U.S. Virgin Islands,,,2021,6498,83.21,1.03,5.27,1450.53
HLN,Helena Regional Airport,Montana,46.6068000793457,-111.98300170898438,2021,1474,89.62,1.02,4.71,461.42
ILM,Wilmington International Airport,North Carolina,34.270599365234375,-77.90260314941406,2021,5860,88.17,1.02,5.54,396.38
SCE,University Park Airport,Pennsylvania,40.8493003845,-77.8487014771,2021,603,86.07,1.0,5.78,419.04
OWB,Owensboro Daviess County Airport,Kentucky,37.74010085999999,-87.16680145000001,2021,100,74.0,1.0,9.59,706.0
FCA,Glacier Park International Airport,Montana,48.31050109863281,-114.25599670410156,2021,5690,84.2,1.0,8.43,771.81
GTR,Golden Triangle Regional Airport,Mississippi,33.450298309299995,-88.5914001465,2021,1004,91.63,1.0,3.9,241.0
CAE,Columbia Metropolitan Airport,South Carolina,33.93880081176758,-81.11949920654297,2021,5109,88.41,0.98,4.33,310.98
MOT,Minot International Airport,North Dakota,48.2593994140625,-101.27999877929688,2021,2766,85.54,0.98,8.63,560.33
IMT,Ford Airport,Michigan,45.818401336700006,-88.1145019531,2021,729,88.89,0.96,6.85,300.56
CIU,Chippewa County International Airport,Michigan,46.25080108642578,-84.47239685058594,2021,728,88.87,0.96,12.97,359.5
BRD,Brainerd Lakes Regional Airport,Minnesota,46.39830016999999,-94.13809967,2021,640,90.31,0.94,6.65,114.0
ABR,Aberdeen Regional Airport,South Dakota,45.449100494384766,-98.42179870605467,2021,749,88.25,0.93,12.37,257.0
DTW,Detroit Metropolitan Wayne County Airport,Michigan,42.212398529052734,-83.35340118408203,2021,128674,86.84,0.85,6.72,669.6
KOA,Ellison Onizuka Kona International At Keahole Airport,Hawaii,19.738783,-156.04560299999997,2021,14558,89.07,0.85,2.09,1398.96
OGG,Kahului Airport,Hawaii,20.8986,-156.42999299999997,2021,26889,85.57,0.84,5.37,1658.95
DLH,Duluth International Airport,Minnesota,46.8420982361,-92.1936035156,2021,2019,89.45,0.84,5.5,182.85
STX,STX,U.S. Virgin Islands,,,2021,1443,83.99,0.83,7.59,1296.11
ITO,Hilo International Airport,Hawaii,19.721399307250977,-155.04800415039062,2021,5021,92.77,0.82,0.26,310.44
DAB,Daytona Beach International Airport,Florida,29.179898999999995,-81.058098,2021,3297,88.6,0.82,4.47,460.01
MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minnesota,44.88199999999999,-93.22180199999997,2021,121216,87.42,0.82,5.71,783.59
RDD,Redding Municipal Airport,California,40.50899887,-122.2929993,2021,1231,85.46,0.81,9.52,308.35
AZO,Kalamazoo Battle Creek International Airport,Michigan,42.234901428222656,-85.5521011352539,2021,1754,89.68,0.8,3.56,120.24
GFK,Grand Forks International Airport,North Dakota,47.94929900000001,-97.17610199999999,2021,1273,88.45,0.79,6.82,422.14
SLC,Salt Lake City International Airport,Utah,40.78839874267578,-111.97799682617188,2021,118796,85.43,0.78,7.75,778.49
LIH,Lihue Airport,Hawaii,21.97599983215332,-159.33900451660156,2021,11201,91.35,0.78,0.4,1185.59
CWA,Central Wisconsin Airport,Wisconsin,44.77759933470001,-89.66680145259998,2021,2202,87.42,0.77,8.77,245.42
SGU,St George Municipal Airport,Utah,37.03638900000001,-113.510306,2021,3801,85.9,0.74,7.06,378.13
ERI,Erie International Tom Ridge Field,Pennsylvania,42.0831270134,-80.17386674879998,2021,550,90.73,0.73,7.53,476.0
HNL,Daniel K Inouye International Airport,Hawaii,21.32062,-157.92422800000003,2021,47560,88.99,0.72,3.32,1478.64
AGS,Augusta Regional At Bush Field,Georgia,33.36989974975586,-81.9645004272461,2021,3724,88.96,0.7,6.16,250.02
DAY,James M Cox Dayton International Airport,Ohio,39.90240097045898,-84.21939849853516,2021,7209,88.92,0.67,3.22,443.11
ATL,Hartsfield Jackson Atlanta International Airport,Georgia,33.636700000000005,-84.42810100000001,2021,312678,86.59,0.67,6.34,647.41
FAY,Fayetteville Regional Grannis Field,North Carolina,34.9911994934082,-78.88030242919922,2021,3185,90.27,0.66,9.38,281.57
RHI,Rhinelander Oneida County Airport,Wisconsin,45.63119888305664,-89.46749877929688,2021,928,92.46,0.65,5.07,197.34
WYS,Yellowstone Airport,Montana,44.68840027000001,-111.11799619999998,2021,474,83.97,0.63,24.61,370.17
OAJ,Albert J Ellis Airport,North Carolina,34.8292007446,-77.61209869380001,2021,2837,91.72,0.63,4.78,276.78
GUM,GUM,U.S. Pacific Trust Territories and Possessions,,,2021,644,90.99,0.62,-0.88,2307.25
TWF,Joslin Field Magic Valley Regional Airport,Idaho,42.4818,-114.487999,2021,1153,88.64,0.61,7.49,241.1
TRI,Tri-Cities Regional TN/VA Airport,Tennessee,36.475201,-82.407401,2021,2457,87.83,0.61,7.15,381.28
BGM,Greater Binghamton/Edwin A Link field,New York,42.20869827,-75.97979736,2021,365,89.86,0.55,2.79,378.0
PHF,Newport News Williamsburg International Airport,Virginia,37.13190079,-76.49299622,2021,618,85.6,0.49,11.15,273.61
CDC,Cedar City Regional Airport,Utah,37.70100021362305,-113.0989990234375,2021,624,92.79,0.48,7.2,221.0
CHO,Charlottesville Albemarle Airport,Virginia,38.13859939575195,-78.4529037475586,2021,1993,89.26,0.45,6.09,361.58
PIH,Pocatello Regional Airport,Idaho,42.9098014831543,-112.59600067138672,2021,933,92.82,0.43,0.51,150.0
VLD,Valdosta Regional Airport,Georgia,30.782499313354485,-83.27670288085938,2021,1176,90.22,0.43,7.5,208.0
BTM,Bert Mooney Airport,Montana,45.95479965209961,-112.49700164794922,2021,690,89.42,0.43,6.3,358.0
MLB,Melbourne International Airport,Florida,28.102800369262688,-80.64530181884766,2021,2534,89.98,0.43,3.27,472.69
LWS,Lewiston Nez Perce County Airport,Idaho,46.3745002746582,-117.01499938964844,2021,1007,88.38,0.4,10.25,487.52
MBS,MBS International Airport,Michigan,43.532901763916016,-84.07959747314453,2021,1318,91.58,0.23,3.19,103.74
CSG,Columbus Metropolitan Airport,Georgia,32.516300201416016,-84.93890380859375,2021,1459,84.58,0.21,6.0,179.92
BQK,Brunswick Golden Isles Airport,Georgia,31.2588005065918,-81.46649932861328,2021,1029,90.48,0.19,6.85,238.0
ITH,Ithaca Tompkins Regional Airport,New York,42.49100112915039,-76.4583969116211,2021,451,92.46,0.0,0.96,391.9
ABY,Southwest Georgia Regional Airport,Georgia,31.5354995727539,-84.19450378417969,2021,1045,92.06,0.0,3.05,145.0
PPG,PPG,U.S. Pacific Trust Territories and Possessions,,,2021,6,0.0,0.0,238.0,2599.0
DHN,Dothan Regional Airport,Alabama,31.321300506591804,-85.44960021972656,2021,1058,93.19,0.0,2.22,170.0
SPN,SPN,U.S. Pacific Trust Territories and Possessions,,,2021,269,92.19,0.0,-4.61,129.0
PGV,Pitt Greenville Airport,North Carolina,35.6352005,-77.38529968,2022,68,58.82,38.24,9.07,203.0
PIR,Pierre Regional Airport,South Dakota,44.38270187,-100.2860031,2022,3,66.67,33.33,-7.0,385.0
DIK,Dickinson Theodore Roosevelt Regional Airport,North Dakota,46.7974014282,-102.80200195299999,2022,113,54.87,22.12,20.81,488.0
OGS,Ogdensburg International Airport,New York,44.6819000244,-75.46549987790002,2022,212,69.34,11.79,30.94,406.51
JMS,Jamestown Regional Airport,North Dakota,46.92969894,-98.67819976999999,2022,753,73.57,11.55,10.24,284.08
DVL,Devils Lake Regional Airport,North Dakota,48.11420059000001,-98.90879822,2022,619,75.77,10.34,11.0,365.43
CMX,Houghton County Memorial Airport,Michigan,47.168399810791016,-88.48909759521484,2022,636,75.47,10.06,18.91,360.0
ALS,San Luis Valley Regional Bergman Field,Colorado,37.434898,-105.86699699999998,2022,209,84.21,10.05,1.38,179.0
BRW,Wiley Post Will Rogers Memorial Airport,Alaska,71.285402,-156.766008,2022,332,54.22,9.34,17.67,725.0
LAR,Laramie Regional Airport,Wyoming,41.31209945678711,-105.67500305175778,2022,566,74.38,8.83,16.69,113.07
DLG,Dillingham Airport,Alaska,59.04470062,-158.50500490000002,2022,413,63.44,8.72,10.79,329.0
ASE,Aspen-Pitkin Co/Sardy Field,Colorado,39.22320175,-106.8690033,2022,6323,63.39,8.64,27.12,580.72
ORH,Worcester Regional Airport,Massachusetts,42.26729965209961,-71.87570190429688,2022,1595,68.09,7.77,19.0,368.83
ILG,New Castle Airport,Delaware,39.67869949,-75.60649872,2022,39,38.46,7.69,40.19,841.0
ERI,Erie International Tom Ridge Field,Pennsylvania,42.0831270134,-80.1738667488,2022,157,77.07,7.64,11.32,476.0
MCW,Mason City Municipal Airport,Iowa,43.15779876710001,-93.3312988281,2022,466,80.69,7.3,17.55,240.87
OGD,Ogden Hinckley Airport,Utah,41.195899963379,-112.01200103760002,2022,29,44.83,6.9,21.26,544.0
AKN,King Salmon Airport,Alaska,58.67679977,-156.6490021,2022,433,62.36,6.7,10.6,288.0
OWB,Owensboro Daviess County Airport,Kentucky,37.74010086,-87.16680145,2022,80,52.5,6.25,20.32,706.0
TBN,Waynesville-St. Robert Regional Forney field,Missouri,37.74160004,-92.14070129000001,2022,435,85.06,6.21,5.05,306.12
OTZ,Ralph Wien Memorial Airport,Alaska,66.88469696,-162.598999,2022,661,82.75,6.2,-4.83,547.45
FOD,Fort Dodge Regional Airport,Iowa,42.55149841,-94.19259644,2022,470,79.79,6.17,20.0,235.58
RSW,Southwest Florida International Airport,Florida,26.53619956970215,-81.75520324707031,2022,33455,71.25,6.09,16.36,1009.45
MKG,Muskegon County Airport,Michigan,43.16949844,-86.23819733000002,2022,415,82.17,6.02,9.85,119.0
OME,Nome Airport,Alaska,64.51219940185547,-165.44500732421875,2022,653,81.01,5.97,-3.59,362.91
BUF,Buffalo Niagara International Airport,New York,42.940498350000006,-78.73220062000001,2022,18336,74.79,5.87,13.63,551.28
SPS,Sheppard Air Force Base-Wichita Falls Municipal Airport,Texas,33.9888,-98.491898,2022,1008,82.64,5.75,8.94,113.0
PBG,Plattsburgh International Airport,New York,44.65090179443361,-73.46810150146484,2022,613,62.48,5.71,18.66,981.9
IAG,Niagara Falls International Airport,New York,43.1072998046875,-78.94619750976562,2022,370,53.51,5.68,26.48,1067.97
LNK,Lincoln Airport,Nebraska,40.85100173950195,-96.75920104980467,2022,179,82.68,5.59,13.7,454.56
HTS,Tri-State/Milton J. Ferguson Field,West Virginia,38.36669922,-82.55799866,2022,396,50.76,5.56,36.44,656.7
DEC,Decatur Airport,Illinois,39.834598541259766,-88.8656997680664,2022,938,82.41,5.44,10.78,181.74
SMX,Santa Maria Pub/Capt G Allan Hancock Field,California,34.89889908,-120.45700070000001,2022,129,52.71,5.43,29.7,348.33
USA,Concord-Padgett Regional Airport,North Carolina,35.38779799999999,-80.709099,2022,793,58.39,5.42,22.84,554.63
TTN,Trenton Mercer Airport,New Jersey,40.27669906616211,-74.8134994506836,2022,2065,64.12,5.33,20.3,853.53
LGA,La Guardia Airport,New York,40.77719879,-73.87259674,2022,154485,73.4,5.26,14.52,722.54
RIW,Riverton Regional Airport,Wyoming,43.064201355,-108.45999908399999,2022,368,83.97,5.16,9.52,296.0
MQT,Sawyer International Airport,Michigan,46.3535995483,-87.395401001,2022,1009,76.41,5.05,20.24,329.0
LCK,Rickenbacker International Airport,Ohio,39.813801,-82.92780300000001,2022,908,53.96,4.96,28.23,752.58
XWA,XWA,North Dakota,,,2022,1386,77.92,4.91,13.91,570.07
CGI,Cape Girardeau Regional Airport,Missouri,37.22529983520508,-89.57080078125,2022,453,84.77,4.86,6.71,208.64
PSE,PSE,Puerto Rico,,,2022,766,68.54,4.83,14.49,1321.95
ISP,Long Island Mac Arthur Airport,New York,40.79520035,-73.10019684,2022,4284,71.36,4.81,15.57,750.82
PSM,Portsmouth International at Pease Airport,New Hampshire,43.0778999329,-70.8233032227,2022,355,55.49,4.79,16.33,1180.08
LBF,North Platte Regional Airport Lee Bird Field,Nebraska,41.12620163,-100.6839981,2022,607,74.79,4.78,14.21,221.17
CHO,Charlottesville Albemarle Airport,Virginia,38.13859939575195,-78.4529037475586,2022,2767,77.09,4.77,12.2,349.45
PGD,Charlotte County Airport,Florida,26.92020034999999,-81.99050139999999,2022,5678,63.03,4.76,19.49,997.33
CKB,North Central West Virginia Airport,West Virginia,39.2966003418,-80.2281036377,2022,884,75.23,4.75,21.13,374.59
EAT,Pangborn Memorial Airport,Washington,47.39889907839999,-120.207000732,2022,549,77.78,4.74,9.08,99.0
BGR,Bangor International Airport,Maine,44.80739974975586,-68.8281021118164,2022,4461,77.52,4.73,9.73,586.59
GUC,Gunnison Crested Butte Regional Airport,Colorado,38.53390121000001,-106.9329987,2022,956,67.36,4.71,16.24,318.17
ADQ,Kodiak Airport,Alaska,57.75,-152.4940033,2022,880,81.82,4.66,-3.54,253.0
PWM,Portland International Jetport Airport,Maine,43.64619827,-70.30930327999998,2022,9871,75.51,4.65,14.7,549.86
EWR,Newark Liberty International Airport,New Jersey,40.692501068115234,-74.168701171875,2022,117400,71.93,4.62,17.31,1090.91
JST,John Murtha Johnstown Cambria County Airport,Pennsylvania,40.31610107421875,-78.83390045166016,2022,661,79.27,4.54,20.75,182.6
ITH,Ithaca Tompkins Regional Airport,New York,42.49100112915039,-76.4583969116211,2022,576,84.03,4.51,13.31,411.3
YAK,Yakutat Airport,Alaska,59.5032997131,-139.660003662,2022,645,81.4,4.5,-2.09,205.49
CDV,Merle K (Mudhole) Smith Airport,Alaska,60.4917984,-145.4779968,2022,656,79.57,4.42,-0.76,186.26
ROC,Greater Rochester International Airport,New York,43.118900299072266,-77.67240142822266,2022,11460,77.38,4.42,12.58,431.23
MOT,Minot International Airport,North Dakota,48.2593994140625,-101.27999877929688,2022,2086,74.88,4.41,19.18,576.08
BFF,Western Neb. Rgnl/William B. Heilig Airport,Nebraska,41.87400055,-103.5960007,2022,635,73.54,4.41,14.31,149.97
INL,Falls International Airport,Minnesota,48.566200256347656,-93.4030990600586,2022,531,85.69,4.33,9.55,237.5
MHT,Manchester-Boston Regional Airport,New Hampshire,42.932598,-71.435699,2022,6165,76.2,4.3,9.23,652.55
SRQ,Sarasota Bradenton International Airport,Florida,27.39539909362793,-82.55439758300781,2022,13962,70.99,4.26,18.06,832.17
ACV,California Redwood Coast-Humboldt County Airport,California,40.978101,-124.10899999999998,2022,1784,82.12,4.26,20.71,516.81
GFK,Grand Forks International Airport,North Dakota,47.949299,-97.17610199999999,2022,1318,79.51,4.25,13.98,427.96
HYA,Barnstable Municipal Boardman Polando Field,Massachusetts,41.66930008,-70.28040313999999,2022,118,57.63,4.24,21.13,196.0
VEL,Vernal Regional Airport,Utah,40.44089889999999,-109.5100021,2022,449,79.73,4.23,4.09,259.0
BTV,Burlington International Airport,Vermont,44.4719009399,-73.15329742429999,2022,7559,77.67,4.19,14.07,491.73
PVD,Theodore Francis Green State Airport,Rhode Island,41.73260100000001,-71.420403,2022,13998,76.66,4.18,11.94,623.13
SIT,Sitka Rocky Gutierrez Airport,Alaska,57.04710006713867,-135.36199951171875,2022,1292,80.19,4.18,3.43,304.23
ALW,Walla Walla Regional Airport,Washington,46.09489822,-118.288002,2022,551,85.48,4.17,4.09,213.0
ADK,Adak Airport,Alaska,51.87799835205078,-176.64599609375,2022,97,65.98,4.12,8.2,1192.0
DDC,Dodge City Regional Airport,Kansas,37.76340103149414,-99.9655990600586,2022,563,80.28,4.09,17.64,202.55
GST,Gustavus Airport,Alaska,58.4253006,-135.7070007,2022,98,87.76,4.08,-7.51,41.0
ALB,Albany International Airport,New York,42.74829864501953,-73.80169677734375,2022,10901,76.62,4.05,13.2,591.39
PBI,Palm Beach International Airport,Florida,26.68320083618164,-80.09559631347656,2022,22638,69.87,4.01,19.8,922.33
GRK,Robert Gray  Army Air Field Airport,Texas,31.067199706999997,-97.82890319819998,2022,1920,77.71,4.01,11.47,134.1
EYW,Key West International Airport,Florida,24.556100845336918,-81.75959777832031,2022,7302,69.1,3.99,20.4,784.84
DCA,Ronald Reagan Washington National Airport,Virginia,38.8521,-77.03769700000001,2022,129805,75.05,3.98,12.63,635.33
BIS,Bismarck Municipal Airport,North Dakota,46.77270126342773,-100.74600219726562,2022,3406,73.87,3.96,15.78,626.13
ACK,Nantucket Memorial Airport,Massachusetts,41.25310135,-70.06020355,2022,1624,76.72,3.94,16.4,245.97
LAW,Lawton Fort Sill Regional Airport,Oklahoma,34.5676994324,-98.4166030884,2022,1020,79.8,3.92,9.6,140.0
EWN,Coastal Carolina Regional Airport,North Carolina,35.07300186159999,-77.04290008539999,2022,872,82.57,3.9,10.34,221.64
CHS,Charleston Air Force Base-International Airport,South Carolina,32.89860153,-80.04049683,2022,21706,76.0,3.89,12.42,611.75
